name,oracle_text,oracleid,tag,type_line
Gathan Raiders,"Hellbent — Gathan Raiders gets +2/+2 as long as you have no cards in hand.
Morph—Discard a card. (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",31ea0a21-9c47-4917-9df9-3469b6e5243d,discard-outlet,Creature — Human Warrior
Geier Reach Sanitarium,"{T}: Add {C}.
{2}, {T}: Each player draws a card, then discards a card.",7b9fafe7-d26a-4ed5-b4c4-ce13763770b5,discard-outlet,Legendary Land
Geralf's Masterpiece,"Flying
Geralf's Masterpiece gets -1/-1 for each card in your hand.
{3}{U}, Discard three cards: Return Geralf's Masterpiece from your graveyard to the battlefield tapped.",dacab848-89ca-46cc-b796-21fc2c218e78,discard-outlet,Creature — Zombie Horror
Ghostly Wings,"Enchant creature
Enchanted creature gets +1/+1 and has flying.
Discard a card: Return enchanted creature to its owner's hand.",b07d8095-c5e2-4bf8-b055-af97ce5df4a4,discard-outlet,Enchantment — Aura
Ghost Tactician,"{W}, {T}, Discard a card: Creatures you control get +1/+0 until end of turn.",8d89aba8-20ce-44cd-9d82-3d16fdf6aac8,discard-outlet,Creature — Spirit Spellshaper
Ghoulsteed,"{2}{B}, Discard two cards: Return Ghoulsteed from your graveyard to the battlefield tapped.",dbc34afa-16bc-41f2-b74d-29bf2bfe24a9,discard-outlet,Creature — Zombie Horse
Glint-Eye Nephilim,"Whenever Glint-Eye Nephilim deals combat damage to a player, draw that many cards.
{1}, Discard a card: Glint-Eye Nephilim gets +1/+1 until end of turn.",d6b6d965-1401-4566-adb3-90b03218af8d,discard-outlet,Creature — Nephilim
Glint-Horn Buccaneer,"Haste
Whenever you discard a card, Glint-Horn Buccaneer deals 1 damage to each opponent.
{1}{R}, Discard a card: Draw a card. Activate this ability only if Glint-Horn Buccaneer is attacking.",64ad5657-78e9-4f34-8877-18c4f51fff9a,discard-outlet,Creature — Minotaur Pirate
Goblin Lore,"Draw four cards, then discard three cards at random.",d6fe945c-b561-4e35-8c8e-7dcaa2ec45ab,draw,Sorcery
Goldmeadow Lookout,"{W}, {T}, Discard a card: Create a 1/1 white Kithkin Soldier creature token named Goldmeadow Harrier. It has ""{W}, {T}: Tap target creature.""",28b2d31f-1ff7-4374-8ea3-0dd4a96c4a32,discard-outlet,Creature — Kithkin Spellshaper
Greater Good,"Sacrifice a creature: Draw cards equal to the sacrificed creature's power, then discard three cards.",dc0593c2-ccb4-4648-a592-c5bcd121dc72,discard-outlet,Enchantment
"Greel, Mind Raker","{X}{B}, {T}, Discard two cards: Target player discards X cards at random.",2b84a10e-4c5c-407f-8b5b-a23d402f0529,discard-outlet,Legendary Creature — Horror Spellshaper
Greenseeker,"{G}, {T}, Discard a card: Search your library for a basic land card, reveal it, and put it into your hand. Then shuffle your library.",693d8203-4405-4488-9067-cc1cd8041cb4,discard-outlet,Creature — Elf Spellshaper
Grimoire of the Dead,"{1}, {T}, Discard a card: Put a study counter on Grimoire of the Dead.
{T}, Remove three study counters from Grimoire of the Dead and sacrifice it: Put all creature cards from all graveyards onto the battlefield under your control. They're black Zombies in addition to their other colors and types.",922c6e1b-abcf-40e0-847e-9ebb7d0b6fd4,discard-outlet,Legendary Artifact
Grixis Battlemage,"{U}, {T}: Draw a card, then discard a card.
{R}, {T}: Target creature can't block this turn.",89838d28-6026-417d-9ec3-0081911291fb,discard-outlet,Creature — Human Wizard
Gruesome Discovery,"Target player discards two cards.
Morbid — If a creature died this turn, instead that player reveals their hand, you choose two cards from it, then that player discards those cards.",ecdae60b-c594-4e70-909b-83483104a42c,discard-outlet,Sorcery
Gutwrencher Oni,"Trample
At the beginning of your upkeep, discard a card if you don't control an Ogre.",73af8406-4447-41b2-9cec-1b471759f09c,discard-outlet,Creature — Demon Spirit
Hapless Researcher,"Sacrifice Hapless Researcher: Draw a card, then discard a card.",240a349a-79f8-4e11-9a05-a78148e70a62,discard-outlet,Creature — Human Wizard
Hard Cover,"Enchant creature
Enchanted creature gets +0/+2 and has ""{T}: Draw a card, then discard a card.""",8613d71b-4ac9-490d-b883-aefe03bcebce,discard-outlet,Enchantment — Aura
Harvest Mage,"{G}, {T}, Discard a card: Until end of turn, if you tap a land for mana, it produces one mana of a color of your choice instead of any other type and amount.",6f82b01d-8975-42a1-87e2-99782272bbea,discard-outlet,Creature — Human Spellshaper
Hazoret's Monument,"Red creature spells you cast cost {1} less to cast.
Whenever you cast a creature spell, you may discard a card. If you do, draw a card.",f02a4cbf-f0bb-4bc7-99c2-6afa1b41ebb8,discard-outlet,Legendary Artifact
Hidden Horror,"When Hidden Horror enters the battlefield, sacrifice it unless you discard a creature card.",db7c5a2f-9aea-4b14-86cf-7af79d6484af,discard-outlet,Creature — Horror
"Hisoka, Minamo Sensei","{2}{U}, Discard a card: Counter target spell if it has the same converted mana cost as the discarded card.",b69701d6-8e46-4184-991b-9f5e95a5e16d,discard-outlet,Legendary Creature — Human Wizard
Honor the God-Pharaoh,"As an additional cost to cast this spell, discard a card.
Draw two cards. Amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",5ce7780d-8a32-44c2-b779-aae732f5b05d,discard-outlet,Sorcery
Hypochondria,"{W}, Discard a card: Prevent the next 3 damage that would be dealt to any target this turn.
{W}, Sacrifice Hypochondria: Prevent the next 3 damage that would be dealt to any target this turn.",74c90ddc-4c6e-479d-ad68-b444d3109258,discard-outlet,Enchantment
Icatian Crier,"{1}{W}, {T}, Discard a card: Create two 1/1 white Citizen creature tokens.",668312dd-7b6e-46bf-9c6a-bfb03dd75b8f,discard-outlet,Creature — Human Spellshaper
Ichor Slick,"Target creature gets -3/-3 until end of turn.
Cycling {2} ({2}, Discard this card: Draw a card.)
Madness {3}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",7a36fc2e-bb02-4222-a335-4c80e380e690,removal,Sorcery
Ideas Unbound,Draw three cards. Discard three cards at the beginning of the next end step.,6b4d34bc-fa64-4c42-90e0-190671a5b988,discard-outlet,Sorcery — Arcane
Ill-Gotten Gains,"Exile Ill-Gotten Gains. Each player discards their hand, then returns up to three cards from their graveyard to their hand.",c88eff74-def5-42ea-873c-b3b479f6fe18,discard-outlet,Sorcery
Incendiary Command,"Choose two —
• Incendiary Command deals 4 damage to target player or planeswalker.
• Incendiary Command deals 2 damage to each creature.
• Destroy target nonbasic land.
• Each player discards all the cards in their hand, then draws that many cards.",d45a4924-daa0-4ac3-afd7-b66f636ce870,removal,Sorcery
Insidious Dreams,"As an additional cost to cast this spell, discard X cards.
Search your library for X cards. Then shuffle your library and put those cards on top of it in any order.",4badd4e0-e5d7-4516-b220-cea2b02c79aa,discard-outlet,Instant
Insolent Neonate,"Menace (This creature can't be blocked except by two or more creatures.)
Discard a card, Sacrifice Insolent Neonate: Draw a card.",a9a1d92d-150b-48e1-b41b-dd746b7c1626,discard-outlet,Creature — Vampire
Inspired Sprite,"Flash
Flying
Whenever you cast a Wizard spell, you may untap Inspired Sprite.
{T}: Draw a card, then discard a card.",c3700173-d23a-4b73-b710-72aae82f0dfd,discard-outlet,Creature — Faerie Wizard
Instigator,"{1}{B}{B}, {T}, Discard a card: Creatures target player controls attack this turn if able.",0fe1a1f7-41c9-415e-a5e3-b5ba0c0271e5,discard-outlet,Creature — Human Spellshaper
Intuition,Search your library for three cards and reveal them. Target opponent chooses one. Put that card into your hand and the rest into your graveyard. Then shuffle your library.,3c9faba7-f2d3-4978-be94-020dc8003dc0,discard-outlet,Instant
Izzet Charm,"Choose one —
• Counter target noncreature spell unless its controller pays {2}.
• Izzet Charm deals 2 damage to target creature.
• Draw two cards, then discard two cards.",a07698f6-5ad5-49a3-9da2-f82d407f5cd7,removal,Instant
Izzet Keyrune,"{T}: Add {U} or {R}.
{U}{R}: Until end of turn, Izzet Keyrune becomes a 2/1 blue and red Elemental artifact creature.
Whenever Izzet Keyrune deals combat damage to a player, you may draw a card. If you do, discard a card.",8b8c0285-424f-4a82-bfb6-17752cfa71dd,ramp,Artifact
"Jace, Cunning Castaway","+1: Whenever one or more creatures you control deal combat damage to a player this turn, draw a card, then discard a card.
−2: Create a 2/2 blue Illusion creature token with ""When this creature becomes the target of a spell, sacrifice it.""
−5: Create two tokens that are copies of Jace, Cunning Castaway, except they're not legendary.",d2341a16-ffde-42fa-9746-0d8888e812d4,discard-outlet,Legendary Planeswalker — Jace
Jace's Archivist,"{U}, {T}: Each player discards their hand, then draws cards equal to the greatest number of cards a player discarded this way.",b6c8ac69-daa7-4e2e-a1d9-439731a81870,discard-outlet,Creature — Vedalken Wizard
Jagged Poppet,"Whenever Jagged Poppet is dealt damage, discard that many cards.
Hellbent — Whenever Jagged Poppet deals combat damage to a player, if you have no cards in hand, that player discards cards equal to the damage.",4beec1a6-a9c6-471f-b6fa-c754a42ad227,discard-outlet,Creature — Ogre Warrior
Jalum Tome,"{2}, {T}: Draw a card, then discard a card.",32d9fd98-142b-41d2-b8f0-40ae1d4cb991,discard-outlet,Artifact
Jaya Ballard,"+1: Add {R}{R}{R}. Spend this mana only to cast instant or sorcery spells.
+1: Discard up to three cards, then draw that many cards.
−8: You get an emblem with ""You may cast instant and sorcery cards from your graveyard. If a card cast this way would be put into your graveyard, exile it instead.""",a56c5ca5-70eb-4d5f-8116-2acbe5f5a3cb,discard-outlet,Legendary Planeswalker — Jaya
"Jaya Ballard, Task Mage","{R}, {T}, Discard a card: Destroy target blue permanent.
{1}{R}, {T}, Discard a card: Jaya Ballard, Task Mage deals 3 damage to any target. A creature dealt damage this way can't be regenerated this turn.
{5}{R}{R}, {T}, Discard a card: Jaya Ballard deals 6 damage to each creature and each player.",cbbad3da-695e-4527-9678-0942f3751287,removal,Legendary Creature — Human Spellshaper
Jeskai Ascendancy,"Whenever you cast a noncreature spell, creatures you control get +1/+1 until end of turn. Untap those creatures.
Whenever you cast a noncreature spell, you may draw a card. If you do, discard a card.",c3c802ba-dfbb-4f63-ae9a-e29c2e30013d,discard-outlet,Enchantment
Jeskai Elder,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever Jeskai Elder deals combat damage to a player, you may draw a card. If you do, discard a card.",dfbd5ad1-0f68-4219-95c4-98f674f321be,discard-outlet,Creature — Human Monk
"Jolrael, Empress of Beasts","{2}{G}, {T}, Discard two cards: All lands target player controls become 3/3 creatures until end of turn. They're still lands.",7972d118-c105-4b33-8c3b-ec85da538471,discard-outlet,Legendary Creature — Human Spellshaper
Kaervek's Spite,"As an additional cost to cast this spell, sacrifice all permanents you control and discard your hand.
Target player loses 5 life.",7d69be1e-701a-4bcb-a83e-38b4174f7828,discard-outlet,Instant
Keldon Raider,"When Keldon Raider enters the battlefield, you may discard a card. If you do, draw a card.",004f82f0-74cc-4bc7-ab22-ab1a5247bc29,discard-outlet,Creature — Human Warrior
Key to the City,"{T}, Discard a card: Up to one target creature can't be blocked this turn.
Whenever Key to the City becomes untapped, you may pay {2}. If you do, draw a card.",a242c9bf-dab6-4996-bb3a-b4356f9ed0c9,discard-outlet,Artifact
Kindle the Carnage,"Discard a card at random. If you do, Kindle the Carnage deals damage equal to that card's converted mana cost to each creature. You may repeat this process any number of times.",6562f141-7f57-4218-b873-f2fc0211e124,discard-outlet,Sorcery
Knollspine Invocation,"{X}, Discard a card with converted mana cost X: Knollspine Invocation deals X damage to any target.",a45fd5cc-0085-4d4f-872b-b9251e8706cf,discard-outlet,Enchantment
"Kozilek, the Great Distortion","When you cast this spell, if you have fewer than seven cards in hand, draw cards equal to the difference.
Menace
Discard a card with converted mana cost X: Counter target spell with converted mana cost X.",4c1c1537-e519-4e2f-9bc2-d34b289d4487,discard-outlet,Legendary Creature — Eldrazi
Krosan Archer,"Reach (This creature can block creatures with flying.)
{G}, Discard a card: Krosan Archer gets +0/+2 until end of turn.",be886ff5-e004-420f-b7d5-01f1ab5021cb,discard-outlet,Creature — Centaur Archer
Krovikan Sorcerer,"{T}, Discard a nonblack card: Draw a card.
{T}, Discard a black card: Draw two cards, then discard one of them.",00e6808c-1f9e-4b6a-807c-83f433b81a41,discard-outlet,Creature — Human Wizard
Lamplighter of Selhoff,"When Lamplighter of Selhoff enters the battlefield, if you control another Zombie, you may draw a card. If you do, discard a card.",a88c5540-a242-49bc-a725-39b9fda085c3,discard-outlet,Creature — Zombie Horror
Land's Edge,"Discard a card: If the discarded card was a land card, Land's Edge deals 2 damage to target player or planeswalker. Any player may activate this ability.",82d58f2d-66a4-4154-9826-01ca8e8d32d0,discard-outlet,World Enchantment
Laquatus's Creativity,"Target player draws cards equal to the number of cards in their hand, then discards that many cards.",d4a73cee-659b-4e1a-8821-a8d0a31c749f,discard-outlet,Sorcery
Last Rites,"Discard any number of cards. Target player reveals their hand, then you choose a nonland card from it for each card discarded this way. That player discards those cards.",3196e1f4-7f94-4eb6-ae2b-ed11ba392552,discard-outlet,Sorcery
Last Stand,"Target opponent loses 2 life for each Swamp you control. Last Stand deals damage to target creature equal to the number of Mountains you control. Create a 1/1 green Saproling creature token for each Forest you control. You gain 2 life for each Plains you control. Draw a card for each Island you control, then discard that many cards.",4d2a465e-9ebd-4002-b6cd-e0eab08bad54,discard-outlet,Sorcery
